	control_sample_32
BCL2L15	12.5569585
AP4B1	154.4505895
DCLRE1B	35.57804908
HIPK1-AS1	11.30126265
HIPK1	2237.650005
OLFML3	3.76708755
SYT6	1
TRIM33	1300.06377
BCAS2	94.59575403
DENND2C	32.6480921
AMPD1	1
NRAS	422.3323709
CSDE1	5631.795887
SIKE1	354.524795
SYCP1	1
TSHB	3.348522266
TSPAN2	364.1517965
NGF	1
VANGL1	46.04218116
CASQ2	1
NHLH2	1
LOC101928995	1
LOC101928977	7.115609816
SLC22A15	296.3442206
MAB21L3	3.76708755
ATP1A1	463.7703339
ATP1A1-AS1	41.85652833
LOC101929023	4.604218116
CD58	197.981379
IGSF3	1
MIR320B1	1
C1orf137	1
CD2	354.9433602
PTGFRN	7.952740383
CD101	74.92318571
LOC101929099	3.76708755
TTF2	95.85144988
MIR942	1
TRIM45	9.208436233
VTCN1	1
LINC01525	1
MAN1A2	899.9153591
LOC100996263	1
FAM46C	21479.93321
GDAP2	545.8091294
WDR3	281.2758704
SPAG17	5.441348683
TBX15	1
WARS2	55.66918268
WARS2-IT1	1.674261133
LOC101929147	54.41348683
HAO2	1
HAO2-IT1	1
HSD3B2	1
HSD3B1	1
HSD3BP4	2.929956983
LINC00622	1
ZNF697	37.25231021
PHGDH	10.88269737
HMGCS2	1
REG4	1
NBPF7	1
ADAM30	1
NOTCH2	2056.411237
FAM72B	3.348522266
HIST2H2BA	1.674261133
FCGR1B	64.87761891
SRGAP2-AS1	1.674261133
SRGAP2B	74.08605515
EMBP1	73.24892458
ANKRD20A12P	1.25569585
LOC102723769	7.5341751
RNU1-13P	1
LOC100132057	10.88269737
LINC01138	70.3189676
PPIAL4G	8.78987095
FAM72C	1
NBPF20	1
LINC00623	2.092826417
LINC00869	45.2050506
PFN1P2	24.69535172
NBPF9	6.27847925
NBPF8	109.2455389
LOC653513	24.27678643
PDE4DIP	789.8326896
SEC22B	653.7989725
NOTCH2NL	1093.711085
NBPF25P	161.5661994
NBPF10	115.1054529
LOC101928979	3.348522266
HFE2	1.674261133
TXNIP	20920.72999
POLR3GL	105.0598861
ANKRD34A	17.16117662
LIX1L	223.5138613
RBM8A	457.0732894
GNRHR2	5.441348683
PEX11B	121.8024974
ITGA10	10.88269737
ANKRD35	1.25569585
PIAS3	30.55526568
NUDT17	8.371305666
POLR3C	219.7467737
RNF115	206.77125
CD160	84.13162195
PDZK1	18.41687247
GPR89A	32.6480921
PDZK1P1	1
NBPF11	13.39408907
NBPF12	51.90209513
LOC728989	8.371305666
RNVU1-8	1
NBPF13P	1
PRKAB2	311.8311361
PDIA3P1	42.6936589
FMO5	90.4101012
CHD1L	277.0902176
LINC00624	1
BCL9	42.6936589
ACP6	53.57635626
GJA5	1
GJA8	1
GPR89B	21.34682945
LOC101927468	1
MIR5087	1
RNVU1-19	10.88269737
NBPF15	214.3054251
LOC645166	1
LOC388692	6.27847925
FCGR1C	2.5113917
LOC103091866	10.0455668
RNVU1-20	5.859913966
HIST2H2BF	193.7957262
FCGR1A	69.90040231
HIST2H3D	32.6480921
HIST2H2BC	8.371305666
HIST2H2BE	440.330678
HIST2H2AC	444.9348962
HIST2H2AB	49.80926871
BOLA1	37.6708755
SV2A	4.604218116
SF3B4	33.90378795
MTMR11	78.27170798
OTUD7B	99.61853743
VPS45	231.4666017
PLEKHO1	608.5939219
ANP32E	352.4319685
CA14	15.48691548
APH1A	566.7373936
C1orf54	1
CIART	1
MRPS21	98.36284158
PRPF3	255.7433881
RPRD2	182.9130288
TARS2	78.69027326
MIR6878	1
ECM1	1
FALEC	2.5113917
ADAMTSL4	341.5492712
MIR4257	10.46413208
ADAMTSL4-AS1	181.2387677
MCL1	12340.14168
ENSA	318.9467459
GOLPH3L	150.2649367
HORMAD1	38.08944078
CTSS	10157.32373
CTSK	27.6253087
ARNT	314.7610931
SETDB1	228.5366447
CERS2	549.1576517
ANXA9	73.66748986
FAM63A	273.7416953
PRUNE	129.3366725
BNIPL	10.46413208
C1orf56	33.48522266
CDC42SE1	3292.434519
MLLT11	17.5797419
GABPB2	107.1527125
SEMA6C	7.5341751
TNFAIP8L2	289.2286108
LYSMD1	77.01601213
SCNM1	1
TMOD4	12.13839322
VPS72	119.709671
PIP5K1A	302.6226998
PSMD4	539.1120849
ZNF687	143.9864575
PI4KB	330.6665738
RFX5	435.7264599
GBAT2	2.929956983
SELENBP1	3122.078448
PSMB4	536.1821279
POGZ	310.9940055
CGN	3.348522266
TUFT1	17.99830718
MIR554	1
SNX27	394.7070622
CELF3	15.0683502
RIIAD1	1
MRPL9	63.62192306
OAZ3	5.859913966
TDRKH	35.99661436
LINGO4	1.25569585
RORC	28.88100455
C2CD4D	5.441348683
LOC100132111	15.48691548
THEM5	23.02109058
THEM4	113.4311918
S100A10	191.7028998
NBPF18P	1
S100A11	168.2632439
LOC100131107	1
TCHHL1	1
TCHH	1
RPTN	1
HRNR	4.185652833
FLG	1
FLG-AS1	1
FLG2	1
CRNN	1
LCE5A	1
CRCT1	1
LCE3E	1
LCE3D	1
LCE3A	1
LCE2D	1
LCE2C	1
LCE2B	1
LCE2A	1
LCE4A	1
C1orf68	1
KPRP	1
LCE1F	1
LCE1E	1
LCE1D	1
LCE1C	1
LCE1B	1
LCE1A	1
LCE6A	1
SMCP	1
IVL	1
SPRR4	1
SPRR1A	1
SPRR3	1
SPRR1B	1
SPRR2D	1
SPRR2A	1
SPRR2B	1
SPRR2E	1
SPRR2F	1
SPRR2C	1
SPRR2G	1
LOC101928009	1
LELP1	1
PRR9	1
LOR	1
PGLYRP3	1
PGLYRP4	1
S100A9	5515.016173
S100A12	113.0126265
S100A8	629.9407514
S100A7A	1
S100A7L2	1
S100A7	1
S100A6	831.2706527
S100A5	2.5113917
S100A4	1139.753266
LOC101928034	1
S100A3	1
S100A2	1
S100A16	1
S100A14	1
S100A13	7.952740383
S100A1	1
CHTOP	370.0117104
SNAPIN	90.82866648
ILF2	446.190592
NPR1	1
INTS3	217.235382
SLC27A3	105.8970167
LOC343052	1
GATAD2B	185.4244205
DENND4B	279.183044
CRTC2	46.87931173
SLC39A1	177.4716801
CREB3L4	37.6708755
JTB	615.7095318
RAB13	7.952740383
RPS27	1063.574385
NUP210L	18.41687247
TPM3	2200.81626
MIR190B	1
C1orf189	2.929956983
C1orf43	298.0184817
UBAP2L	241.5121685
HAX1	220.165339
AQP10	7.952740383
ATP8B2	982.7912852
IL6R	2617.707282
SHE	1.25569585
TDRD10	1.25569585
UBE2Q1	233.9779934
UBE2Q1-AS1	9.208436233
CHRNB2	31.39239625
ADAR	2677.143552
KCNN3	1.25569585
PMVK	55.66918268
PBXIP1	1948.839959
PYGO2	86.64301365
SHC1	164.0775911
CKS1B	18.83543775
MIR4258	1
FLAD1	119.709671
LENEP	2.092826417
ZBTB7B	484.6985981
DCST2	3.76708755
DCST1	1
LOC100505666	1
ADAM15	154.4505895
EFNA4	12.97552378
EFNA3	2.092826417
EFNA1	9.208436233
SLC50A1	101.2927986
DPM3	15.48691548
KRTCAP2	136.0337171
TRIM46	5.859913966
MUC1	1.25569585
THBS3	84.55018723
MTX1	97.52571101
GBAP1	36.83374493
GBA	56.50631325
FAM189B	7.115609816
SCAMP3	58.59913966
CLK2	204.2598583
HCN3	2.092826417
PKLR	1
FDPS	199.6556401
RUSC1-AS1	4.604218116
RUSC1	34.74091851
ASH1L	1760.904147
MIR555	1
POU5F1P4	7.952740383
ASH1L-AS1	25.53248228
MSTO1	3.348522266
MSTO2P	27.20674342
YY1AP1	325.6437904
DAP3	321.0395723
GON4L	360.8032742
SYT11	155.2877201
RIT1	623.6622721
KIAA0907	298.0184817
SNORA80E	2.092826417
SCARNA4	5.0227834
RXFP4	8.78987095
ARHGEF2	975.6756754
MIR6738	1
SSR2	552.9247393
UBQLN4	37.25231021
LAMTOR2	75.76031628
RAB25	1
MEX3A	1
LMNA	138.9636741
SEMA4A	272.0674342
SLC25A44	115.1054529
PMF1	49.39070343
BGLAP	1
PAQR6	4.604218116
SMG5	307.6454832
TMEM79	17.5797419
GLMP	22.18396002
VHLL	1
CCT3	689.3770216
TSACC	1
RHBG	1
C1orf61	2.092826417
MIR9-1	1
MEF2D	111.7569306
IQGAP3	2.092826417
TTC24	16.32404605
APOA1BP	96.68858045
GPATCH4	73.66748986
HAPLN2	1
BCAN	1
NES	1
CRABP2	1.25569585
ISG20L2	105.0598861
RRNAD1	53.15779098
MRPL24	64.04048835
HDGF	2860.056581
PRCC	39.76370191
SH2D2A	24.27678643
NTRK1	3.348522266
INSRR	1
PEAR1	9.208436233
LRRC71	2.092826417
ARHGEF11	209.2826417
MIR765	1
ETV3L	1
ETV3	130.1738031
CYCSP52	2.929956983
FCRL5	272.0674342
FCRL4	1
FCRL3	269.5560425
FCRL2	204.6784235
FCRL1	485.9542939
CD5L	1
KIRREL	1
LOC646268	1
CD1D	166.5889828
CD1A	10.88269737
CD1C	61.94766193
CD1B	1
CD1E	4.185652833
OR10T2	1
OR10K2	1
OR10K1	1
OR10R2	1
OR6Y1	1
OR6P1	1
OR10X1	1
OR10Z1	1
SPTA1	432.7965029
OR6K2	1
OR6K3	2.5113917
OR6K6	1
OR6N1	1
OR6N2	1
MNDA	5041.200272
PYHIN1	326.8994863
IFI16	928.3777984
AIM2	70.73753288
CADM3	1
CADM3-AS1	1
ACKR1	33.06665738
FCER1A	154.0320243
OR10J3	1
OR10J1	1
OR10J5	1
APCS	1
CRP	1
DUSP23	38.08944078
FCRL6	115.5240182
SLAMF8	8.78987095
C1orf204	3.348522266
VSIG8	3.76708755
CFAP45	41.43796305
MIR4259	1
TAGLN2	2542.784096
IGSF9	4.604218116
SLAMF9	1
LINC01133	1
PIGM	76.17888156
KCNJ10	5.441348683
KCNJ9	1
IGSF8	95.85144988
ATP1A2	1
ATP1A4	2.929956983
CASQ1	1.25569585
LOC729867	1.674261133
PEA15	119.2911057
DCAF8	826.6664345
PEX19	209.7012069
COPA	1117.987872
SUMO1P3	13.39408907
NCSTN	165.3332869
NHLH1	1
VANGL2	1
SLAMF6	380.0572772
CD84	951.8174543
SLAMF1	138.9636741
CD48	855.1288738
SLAMF7	226.025253
LY9	291.3214372
CD244	289.6471761
ITLN1	59.43627023
LOC101928372	1
ITLN2	1
F11R	416.8910222
TSTD1	89.15440535
USF1	548.7390864
ARHGAP30	3419.678365
PVRL4	1
KLHDC9	1.674261133
PFDN2	25.53248228
NIT1	101.7113638
DEDD	49.80926871
UFC1	289.6471761
USP21	66.13331476
PPOX	93.75862346
B4GALT3	195.8885526
ADAMTS4	2.5113917
NDUFS2	322.2952682
FCER1G	436.1450252
APOA2	2.092826417
TOMM40L	50.64639928
MIR5187	1
NR1I3	5.441348683
PCP4L1	2.929956983
MPZ	15.90548077
SDHC	173.7045926
CFAP126	52.32066041
FCGR2A	4355.171773
HSPA6	683.5171076
FCGR3A	1331.037601
FCGR2C	74.92318571
HSPA7	95.85144988
FCGR3B	12856.23268
FCGR2B	153.1948937
RPL31P11	4.604218116
FCRLA	183.3315941
FCRLB	11.71982793
DUSP12	69.48183703
ATF6	1197.09671
OLFML2B	2.929956983
NOS1AP	1
C1orf111	1
C1orf226	3.348522266
SH2D1B	56.08774796
UHMK1	2098.267765
UAP1	105.8970167
DDR2	4.185652833
HSD17B7	57.7620091
C1orf110	1
RGS4	1
RGS5	26.78817813
LOC101928404	1
NUF2	10.46413208
LOC100422212	1
PBX1	97.52571101
LOC100505795	1
LMX1A	1
RXRG	1
LOC400794	1
LRRC52	1
MGST3	78.27170798
ALDH9A1	467.1188562
LOC440700	1.674261133
TMCO1	222.2581654
LOC100147773	20.92826417
UCK2	47.7164423
FAM78B	1
MIR921	1
FMO9P	1
POGK	447.0277226
TADA1	103.8041903
ILDR2	2.929956983
MAEL	1
GPA33	53.57635626
DUSP27	1
LINC01363	1
POU2F1	547.4833906
CD247	1022.973552
CREG1	610.6867484
RCSD1	1395.078089
MPZL1	557.1103921
ADCY10	12.5569585
MPC2	241.5121685
DCAF6	537.4378238
MIR1255B2	1
GPR161	12.97552378
TIPRL	260.3476062
SFT2D2	116.3611488
ANKRD36BP1	113.0126265
TBX19	20.50969888
MIR557	1
LOC100505918	1.25569585
LOC101928565	1
XCL2	19.67256832
XCL1	3.348522266
DPT	1
LINC00626	1
LINC00970	1
ATP1B1	18.83543775
NME7	36.83374493
BLZF1	150.683502
CCDC181	17.99830718
SLC19A2	48.97213815
F5	267.0446508
SELP	126.4067156
SELL	2311.73606
SELE	1.25569585
METTL18	45.2050506
C1orf112	137.7079782
SCYL3	296.3442206
KIFAP3	277.0902176
METTL11B	1
LINC01142	1
LOC101928650	1
GORAB	77.01601213
PRRX1	1
MROH9	3.348522266
FMO3	2.5113917
FMO6P	2.092826417
FMO2	1
FMO1	1
FMO4	24.69535172
TOP1P1	7.5341751
PRRC2C	1983.999443
MYOC	1
VAMP4	254.069127
METTL13	137.2894129
DNM3	201.7484666
DNM3-IT1	1
DNM3OS	6.27847925
C1orf105	63.62192306
PIGC	169.5189397
SUCO	585.1542661
FASLG	50.64639928
TNFSF18	1.25569585
TNFSF4	112.1754959
LOC100506023	33.06665738
LOC101928673	20.0911336
PRDX6	5190.209513
SLC9C2	1
ANKRD45	1
LOC730159	1
KLHL20	200.911336
CENPL	50.64639928
DARS2	143.1493269
GAS5-AS1	11.30126265
GAS5	87.48014421
SNORD81	1
SNORD47	2.5113917
SNORD80	11.71982793
SNORD79	1.674261133
SNORD78	2.5113917
SNORD44	4.185652833
SNORD77	4.604218116
SNORD76	1
SNORD75	1
SNORD74	3.348522266
ZBTB37	263.2775632
SERPINC1	1.674261133
RC3H1	1725.326098
LOC102724601	4.604218116
RABGAP1L	2252.718355
GPR52	48.55357286
LOC101928696	7.115609816
CACYBP	241.9307338
MRPS14	156.9619812
TNN	1
KIAA0040	914.1465788
TNR	2.5113917
LOC101928751	1.674261133
RFWD2	1106.268044
SCARNA3	18.41687247
PAPPA2	2.5113917
ASTN1	1
MIR488	1
BRINP2	1
LOC102724661	1
LOC101928778	1
SEC16B	2.092826417
LOC730102	7.115609816
RASAL2-AS1	1
RASAL2	9.208436233
TEX35	1
C1orf220	29.71813512
MIR4424	1
RALGPS2	1051.017426
ANGPTL1	192.5400303
FAM20B	488.0471203
TOR3A	118.8725405
ABL2	293.8328289
SOAT1	760.1145545
AXDND1	1
NPHS2	1
TDRD5	1
FAM163A	1
TOR1AIP2	719.513722
TOR1AIP1	839.6419583
CEP350	2330.571497
QSOX1	120.9653669
FLJ23867	2.5113917
LHX4	9.208436233
LHX4-AS1	25.95104757
ACBD6	126.8252808
MIR3121	1
OVAAL	1
XPR1	403.9154984
KIAA1614	2.092826417
STX6	471.7230743
MR1	454.5618977
IER5	297.1813512
LOC101928973	1
GM140	1
CACNA1E	32.6480921
ZNF648	1
LINC01344	1
GLUL	9231.038758
TEDDM1	6.697044533
LINC00272	1
RGSL1	1
RNASEL	541.6234766
RGS16	3.348522266
LOC284648	1
RGS8	1
NPL	787.7398632
DHX9	1787.27376
SHCBP1L	1
LAMC1	53.15779098
LAMC2	1
NMNAT2	1
SMG7-AS1	2.092826417
SMG7	507.3011234
NCF2	4886.749683
ARPC5	2427.678643
RGL1	24.27678643
APOBEC4	8.371305666
COLGALT2	23.85822115
TSEN15	202.1670318
C1orf21	89.15440535
EDEM3	1101.663826
FAM129A	5416.234766
RNF2	221.8396002
TRMT1L	285.8800885
SWT1	356.6176214
IVNS1ABP	1395.91522
GS1-279B7.1	3.348522266
LINC01350	1
HMCN1	52.32066041
MIR548F1	6.27847925
PRG4	18.83543775
TPR	2759.182348
C1orf27	182.9130288
OCLM	4.185652833
LOC102724919	6.697044533
PDC	7.5341751
PTGS2	251.9763006
PACERR	2.5113917
PLA2G4A	52.32066041
LINC01036	4.604218116
BRINP3	1
LINC01351	1
LOC440704	1
RGS18	1130.126265
RGS21	1
RGS1	12.97552378
RGS13	3.348522266
MIR4426	17.99830718
RGS2	2254.392616
LINC01032	10.0455668
UCHL5	291.3214372
TROVE2	618.2209235
GLRX2	35.57804908
CDC73	599.3854857
MIR1278	1.674261133
B3GALT2	149.0092409
LINC01031	1
KCNT2	1
CFH	55.2506174
CFHR3	1
CFHR1	1
CFHR4	1
CFHR2	1
CFHR5	1
F13B	1
ASPM	77.01601213
ZBTB41	347.4091851
CRB1	6.27847925
DENND1B	423.1695014
C1orf53	1
LHX9	1
NEK7	1313.457859
ATP6V1G3	1
PTPRC	20481.65501
MIR181A1HG	14.64978492
MIR181B1	1.25569585
MIR181A1	1
LINC01222	1
LINC01221	1
NR5A2	1.25569585
LINC00862	9.627001516
ZNF281	611.9424442
KIF14	56.08774796
DDX59	147.753545
LOC101929224	1.25569585
CAMSAP2	97.52571101
GPR25	1.674261133
C1orf106	1.25569585
KIF21B	409.3568471
CACNA1S	1.25569585
ASCL5	1.25569585
TMEM9	54.83205211
IGFN1	1
PKP1	1.25569585
TNNT2	1
LAD1	1
TNNI1	1
PHLDA3	2.092826417
CSRP1	149.0092409
RPS10P7	6.697044533
NAV1	30.97383097
IPO9-AS1	1.25569585
RNU6-79P	1
IPO9	350.3391421
MIR6739	1
SHISA4	52.7392257
LMOD1	20.50969888
TIMM17A	83.29449138
RNPEP	130.1738031
MIR6740	1
ELF3	2.929956983
GPR37L1	1.25569585
ARL8A	74.92318571
PTPN7	177.4716801
PTPRVP	1
LGR6	14.64978492
UBE2T	8.371305666
PPP1R12B	588.0842231
SYT2	38.08944078
KDM5B	326.480921
PCAT6	1
MGAT4EP	1
LOC148709	4.604218116
RABIF	118.0354099
KLHL12	403.4969331
ADIPOR1	21008.6287
CYB5R1	236.0708198
LOC100506747	1
TMEM183A	35.57804908
PPFIA4	4.604218116
MYOG	1
ADORA1	1
MYBPH	1
CHI3L1	344.4792282
CHIT1	5.0227834
LINC01353	5.0227834
LINC01136	9.627001516
BTG2	282.113001
FMOD	1
PRELP	1
OPTC	1
ATP2B4	712.3981122
SNORA77	2.929956983
LINC00260	10.46413208
LAX1	174.9602884
ZC3H11A	1559.992811
ZBED6	781.0428187
SNRPE	58.59913966
LINC00303	1
SOX13	6.697044533
ETNK2	1.674261133
LOC101929441	1
REN	1
KISS1	1
GOLT1A	1.25569585
PLEKHA6	2.092826417
LINC00628	1
PPP1R15B	1025.903509
PIK3C2B	111.7569306
MDM4	1371.219868
LRRN2	26.78817813
NFASC	1
CNTN2	5.0227834
TMEM81	33.06665738
RBBP5	385.0800606
DSTYK	346.1534893
TMCC2	324.3880946
NUAK2	267.8817813
KLHDC8A	19.25400303
LEMD1-AS1	1
LEMD1	1
BLACAT1	1
MIR135B	1
CDK18	3.76708755
LOC284578	1
MFSD4	18.41687247
ELK4	1181.609795
SLC45A3	36.41517965
NUCKS1	1069.434299
RAB29	419.4024139
SLC41A1	37.25231021
PM20D1	6.697044533
LOC284581	29.29956983
SLC26A9	1.25569585
AVPR1B	1
C1orf186	14.64978492
CTSE	44.78648531
SRGAP2	72.8303593
IKBKE	300.5298734
MIR6769B	1
RASSF5	1700.630746
EIF2D	176.2159843
DYRK3	49.80926871
MAPKAPK2	374.1973633
IL10	1
IL19	1
IL20	1
IL24	38.50800606
FCMR	270.393173
PIGR	1
FCAMR	1
C1orf116	10.0455668
YOD1	2237.650005
PFKFB2	145.6607186
C4BPB	1
C4BPA	2.5113917
CD55	1761.322712
CR2	80.3645344
CR1	1032.600554
CR1L	174.9602884
CD46	3343.918048
MIR29C	42.27509361
MIR29B2	28.46243927
LOC148696	131.8480642
CD34	1
PLXNA2	35.99661436
MIR205HG	1
CAMK1G	1
LAMB3	9.627001516
G0S2	1
HSD11B1	2.929956983
TRAF3IP3	684.3542382
C1orf74	172.4488967
IRF6	18.83543775
DIEXF	239.8379073
SYT14	1
SERTAD4-AS1	1
SERTAD4	1
HHAT	38.92657135
KCNH1	12.97552378
RCOR3	420.2395444
TRAF5	545.8091294
LINC00467	6.697044533
RD3	1
SLC30A1	129.7552378
LOC105748977	1
NEK2	2.092826417
LPGAT1	1624.87043
INTS7	185.0058552
DTL	17.5797419
MIR3122	1
LOC101929541	1.25569585
PPP2R5A	732.9078111
SNORA16B	7.952740383
TMEM206	93.34005818
NENF	39.76370191
LOC101929565	1
ATF3	4.604218116
FAM71A	1
BATF3	3.76708755
NSL1	332.3408349
TATDN3	99.61853743
SPATA45	1
FLVCR1-AS1	10.46413208
FLVCR1	249.4649089
VASH2	35.1594838
ANGEL2	506.8825581
RPS6KC1	249.4649089
PROX1-AS1	1
LINC00538	1
PROX1	1.25569585
SMYD2	145.2421533
PTPN14	28.46243927
CENPF	67.8075759
KCNK2	1
KCTD3	46.04218116
USH2A	7.115609816
LOC102723833	1
ESRRG	1
GPATCH2	182.9130288
SPATA17	1
SPATA17-AS1	1
LINC00210	1
LOC101929631	1
RRP15	140.6379352
TGFB2-AS1	1.674261133
TGFB2	2.929956983
MIR548F3	1.25569585
LYPLAL1-AS1	12.97552378
LYPLAL1	173.7045926
RNU5F-1	2.5113917
SLC30A10	1
EPRS	841.3162195
BPNT1	81.20166496
IARS2	533.2521709
MIR215	2.5113917
MIR194-1	1
RAB3GAP2	717.0023303
SNORA36B	1
AURKAPS1	77.8531427
MARK1	2.5113917
C1orf115	22.6025253
Mar-02	3.76708755
Mar-01	184.1687247
LINC01352	1.25569585
HLX-AS1	1
HLX	66.55188005
C1orf140	1
DUSP10	45.62361588
LOC101929771	1
HHIPL2	1.25569585
TAF1A	71.57466345
TAF1A-AS1	3.348522266
MIA3	720.3508526
AIDA	299.2741776
BROX	704.4453718
FAM177B	17.99830718
DISP1	46.46074645
TLR5	116.779714
SUSD4	10.46413208
CCDC185	1
CAPN8	1.674261133
CAPN2	1106.686609
TP53BP2	287.5543496
GTF2IP20	15.0683502
FBXO28	460.4218116
DEGS1	339.4564448
LOC101927143	1
LOC101927164	1
NVL	158.2176771
MIR320B2	1
CNIH4	118.0354099
WDR26	2414.703119
MIR4742	1.674261133
CNIH3	2.092826417
DNAH14	26.36961285
LBR	1935.864435
ENAH	9.208436233
SRP9	390.9399746
EPHX1	28.46243927
TMEM63A	370.0117104
LEFTY1	7.952740383
PYCR2	281.6944357
LEFTY2	1
SDE2	442.8420697
ACBD3	327.7366168
MIXL1	1.25569585
LIN9	25.95104757
PARP1	822.4807817
C1orf95	1.674261133
ITPKB	886.1027048
ITPKB-IT1	38.92657135
PSEN2	27.6253087
ADCK3	347.4091851
CDC42BPA	196.3071179
ZNF678	242.349299
ZNF847P	1
LOC100130093	13.39408907
JMJD4	46.87931173
SNAP47	115.5240182
PRSS38	1
WNT9A	1
MIR5008	1
WNT3A	1
ARF1	985.7212422
C1orf35	44.78648531
MRPL55	55.66918268
GUK1	5251.73861
GJC2	5.441348683
IBA57-AS1	4.185652833
IBA57	236.4893851
C1orf145	6.27847925
OBSCN	397.6370191
TRIM11	124.3138891
TRIM17	32.22952682
HIST3H3	1
HIST3H2A	17.99830718
HIST3H2BB	177.8902454
MIR4666A	1
RNF187	339.0378795
BTNL10	7.952740383
MIR7641-2	1
RHOU	130.5923684
DUSP5P1	1
MIR4454	1
RAB4A	112.5940612
CCSAP	414.3796305
ACTA1	1
NUP133	512.3239068
LOC101927478	1
ABCB10	481.7686411
TAF5L	122.2210627
URB2	132.6851948
GALNT2	162.8218952
PGBD5	1
COG2	245.279256
AGT	1
CAPN9	1
C1orf198	53.99492155
LOC101927604	1
TTC13	375.4530591
ARV1	37.25231021
FAM89A	12.97552378
TRIM67	2.092826417
LOC149373	1
C1orf131	57.34344381
GNPAT	321.4581376
EXOC8	526.9736917
SPRTN	210.5383375
EGLN1	925.4478414
SNRPD2P2	1
TSNAX-DISC1	1
TSNAX	209.7012069
LINC00582	1
DISC1	61.11053136
DISC2	10.0455668
DISC1-IT1	10.46413208
SIPA1L2	265.3703896
LOC101927683	1
MAP10	31.81096153
NTPCR	20.92826417
PCNXL2	286.7172191
KIAA1804	17.99830718
KCNK1	1
MIR4427	1
SLC35F3	5.441348683
LOC101927765	8.78987095
COA6	31.81096153
TARBP1	367.5003187
LINC01354	1
IRF2BP2	843.4090459
LINC00184	1
LOC101927787	1
LINC01132	1
LOC101927851	13.81265435
TOMM20	421.9138056
SNORA14B	4.185652833
RBM34	177.0531148
ARID4B	1407.216482
MIR4753	5.0227834
GGPS1	133.9408907
TBCE	40.1822672
B3GALNT2	121.3839322
GNG4	1
LYST	7631.282245
MIR1537	25.95104757
NID1	12.97552378
GPR137B	56.92487853
ERO1B	251.5577353
EDARADD	20.50969888
LGALS8	456.6547241
LGALS8-AS1	3.76708755
HEATR1	640.8234488
ACTN2	1
MTR	839.6419583
MT1HL1	1
RYR2	3.348522266
LOC100130331	1
ZP4	1
LINC01139	1
CHRM3	1
CHRM3-AS2	115.9425835
CHRM3-AS1	1
RPS7P5	1
FMN2	1
MIR1273E	1
GREM2	2.5113917
RGS7	4.604218116
FH	162.4033299
KMO	95.85144988
OPN3	28.88100455
CHML	334.8522266
WDR64	4.604218116
EXO1	7.5341751
BECN2	1
MAP1LC3C	1
PLD5	1
LINC01347	1.674261133
CEP170	537.0192585
SDCCAG8	158.6362424
MIR4677	2.092826417
AKT3	614.8724012
LOC339529	10.88269737
ZBTB18	701.9339801
C1orf100	4.185652833
ADSS	507.3011234
C1orf101	12.97552378
DESI2	251.13917
COX20	5.0227834
HNRNPU-AS1	567.1559589
HNRNPU	3962.976102
LOC101928068	13.39408907
EFCAB2	15.48691548
KIF26B	6.27847925
SMYD3	82.45736081
LOC255654	1
TFB2M	38.08944078
CNST	976.512806
SCCPDH	62.7847925
LINC01341	1
AHCTF1	1863.871207
ZNF695	3.348522266
ZNF670-ZNF695	1
ZNF670	18.83543775
ZNF669	54.83205211
C1orf229	1
ZNF124	139.3822393
MIR3916	35.99661436
VN1R5	1
ZNF496	26.78817813
NLRP3	263.2775632
OR2B11	7.952740383
OR2W5	1
GCSAML	20.92826417
GCSAML-AS1	1
OR2C3	1
OR2G2	1
OR2G3	1
OR13G1	1
OR6F1	1
OR1C1	1
OR14A16	1
OR11L1	1
TRIM58	4147.144827
OR2W3	411.8682388
OR2T8	4.185652833
OR2L13	7.115609816
OR2L8	5.0227834
OR2AK2	2.929956983
OR2L1P	5.859913966
OR2L5	4.185652833
OR2L2	2.929956983
OR2L3	1
OR2M1P	1
OR2M5	1
OR2M2	1
OR2M3	1
OR2M4	1
OR2T33	1.674261133
OR2T12	1
OR2M7	1
OR14C36	1
OR2T4	1
OR2T6	1
OR2T1	1
OR2T2	1
OR2T3	5.859913966
OR2T5	1
OR2G6	1
OR2T29	1
OR2T34	1
OR2T10	1
OR2T11	1
OR2T35	1
OR2T27	1
OR14I1	1
LOC101928226	1
LYPD8	1
SH3BP5L	385.4986259
MIR3124	2.092826417
ZNF672	158.6362424
ZNF692	85.80588308
PGBD2	86.22444836
TUBB8	1
ZMYND11	390.9399746
DIP2C	45.62361588
PRR26	1
LARP4B	425.2623278
LOC101927762	1
GTPBP4	184.5872899
IDI2	11.71982793
IDI2-AS1	14.23121963
IDI1	197.5628137
WDR37	470.8859437
LINC00200	1
ADARB2	2.5113917
ADARB2-AS1	1
LINC00700	1
LINC00701	1
PFKP	198.3999443
PITRM1	216.3982515
PITRM1-AS1	33.48522266
LOC105376360	1
KLF6	1799.412153
LOC101927964	1
LINC00702	1
LINC00703	1
LINC00704	1
LINC00705	1
AKR1E2	102.5484944
AKR1C6P	3.76708755
AKR1C1	4.604218116
AKR1C2	3.76708755
AKR1C3	40.1822672
AKR1C8P	3.76708755
AKR1C4	7.115609816
UCN3	1
TUBAL3	1
NET1	78.69027326
CALML5	1
CALML3-AS1	1
CALML3	1
ASB13	53.99492155
FAM208B	1087.432606
GDI2	1363.267128
ANKRD16	23.43965587
FBXO18	448.7019837
