	control_sample_28
OLFML3	1.927881693
SYT6	1
TRIM33	1237.700047
BCAS2	124.3483692
DENND2C	43.37733809
AMPD1	1
NRAS	492.5737726
CSDE1	5413.491794
SIKE1	433.7733809
SYCP1	1
TSHB	1.927881693
TSPAN2	283.3986089
NGF	1
VANGL1	25.06246201
CASQ2	1
NHLH2	1
LOC101928995	1
LOC101928977	8.675467618
SLC22A15	426.0618541
MAB21L3	13.49517185
ATP1A1	502.213181
ATP1A1-AS1	28.91822539
LOC101929023	8.675467618
CD58	352.8023498
IGSF3	1.927881693
MIR320B1	1
C1orf137	1
CD2	301.713485
PTGFRN	11.56729016
CD101	149.4108312
LOC101929099	4.819704232
TTF2	78.07920857
MIR942	1
TRIM45	4.819704232
VTCN1	1
LINC01525	1
MAN1A2	757.6575053
LOC100996263	1
FAM46C	16367.71557
GDAP2	660.2994798
WDR3	217.8506313
SPAG17	6.747585925
TBX15	1
WARS2	64.58403671
WARS2-IT1	1
LOC101929147	48.19704232
HAO2	1
HAO2-IT1	1
HSD3B2	1
HSD3B1	1.927881693
HSD3BP4	7.711526772
LINC00622	3.855763386
ZNF697	72.29556349
PHGDH	2.891822539
HMGCS2	1.927881693
REG4	1
NBPF7	1
ADAM30	1
NOTCH2	2643.125801
FAM72B	3.855763386
HIST2H2BA	10.60334931
FCGR1B	320.028361
SRGAP2-AS1	4.819704232
SRGAP2B	126.2762509
EMBP1	58.80039164
ANKRD20A12P	2.891822539
LOC102723769	3.855763386
RNU1-13P	1
LOC100132057	12.531231
LINC01138	40.48551555
PPIAL4G	5.783645079
FAM72C	1
NBPF20	1
LINC00623	1.927881693
LINC00869	48.19704232
PFN1P2	32.77398878
NBPF9	16.38699439
NBPF8	92.53832126
LOC653513	24.09852116
PDE4DIP	695.9652912
SEC22B	727.7753391
NOTCH2NL	1043.947937
NBPF25P	136.8796002
NBPF10	137.843541
LOC101928979	2.891822539
HFE2	3.855763386
TXNIP	22420.30015
POLR3GL	112.781079
ANKRD34A	15.42305354
LIX1L	205.3194003
RBM8A	451.1243162
GNRHR2	1.927881693
PEX11B	109.8892565
ITGA10	14.4591127
ANKRD35	3.855763386
PIAS3	25.06246201
NUDT17	14.4591127
POLR3C	180.2569383
RNF115	215.9227496
CD160	73.25950433
PDZK1	3.855763386
GPR89A	30.84610709
PDZK1P1	1
NBPF11	11.56729016
NBPF12	35.66581132
LOC728989	15.42305354
RNVU1-8	1
NBPF13P	1
PRKAB2	261.2279694
PDIA3P1	29.88216624
FMO5	125.31231
CHD1L	259.3000877
LINC00624	1
BCL9	44.34127894
ACP6	53.9806874
GJA5	1
GJA8	1
GPR89B	9.639408465
LOC101927468	1.927881693
MIR5087	1.927881693
RNVU1-19	5.783645079
NBPF15	217.8506313
LOC645166	1
LOC388692	6.747585925
FCGR1C	86.75467618
LOC103091866	9.639408465
RNVU1-20	6.747585925
HIST2H2BF	297.8577216
FCGR1A	400.0354513
HIST2H3D	47.23310148
HIST2H2BC	11.56729016
HIST2H2BE	676.6864742
HIST2H2AC	529.2035247
HIST2H2AB	74.22344518
BOLA1	26.02640286
SV2A	1.927881693
SF3B4	36.62975217
MTMR11	119.528665
OTUD7B	76.15132687
VPS45	214.9588088
PLEKHO1	766.332973
ANP32E	391.3599837
CA14	20.24275778
APH1A	562.9414543
C1orf54	2.891822539
CIART	1
MRPS21	101.2137889
PRPF3	316.1725976
RPRD2	172.5454115
TARS2	75.18738603
MIR6878	1
ECM1	2.891822539
FALEC	1.927881693
ADAMTSL4	322.9201836
MIR4257	4.819704232
ADAMTSL4-AS1	220.7424538
MCL1	13862.43331
ENSA	260.2640286
GOLPH3L	124.3483692
HORMAD1	63.62009587
CTSS	18336.08278
CTSK	56.87250994
ARNT	378.8287527
SETDB1	194.716051
CERS2	756.6935645
ANXA9	80.00709026
FAM63A	320.9923019
PRUNE	188.9324059
BNIPL	9.639408465
C1orf56	25.06246201
CDC42SE1	3728.523194
MLLT11	24.09852116
GABPB2	103.1416706
SEMA6C	2.891822539
TNFAIP8L2	419.3142682
LYSMD1	116.6368424
SCNM1	1.927881693
TMOD4	9.639408465
VPS72	119.528665
PIP5K1A	320.9923019
PSMD4	696.929232
ZNF687	123.3844284
PI4KB	312.3168343
RFX5	378.8287527
GBAT2	1
SELENBP1	1744.732932
PSMB4	736.4508067
POGZ	285.3264906
CGN	1.927881693
TUFT1	37.59369301
MIR554	1
SNX27	506.0689444
CELF3	17.35093524
RIIAD1	1
MRPL9	72.29556349
OAZ3	4.819704232
TDRKH	36.62975217
LINGO4	1
RORC	9.639408465
C2CD4D	1
LOC100132111	12.531231
THEM5	18.31487608
THEM4	118.5647241
S100A10	258.3361469
NBPF18P	1
S100A11	327.7398878
LOC100131107	1
TCHHL1	1.927881693
TCHH	1
RPTN	1
HRNR	1
FLG	1.927881693
FLG-AS1	1
FLG2	1
CRNN	1
LCE5A	1
CRCT1	1
LCE3E	1
LCE3D	1
LCE3A	1
LCE2D	1
LCE2C	1
LCE2B	1
LCE2A	1
LCE4A	1
C1orf68	1
KPRP	1
LCE1F	1
LCE1E	1
LCE1D	1
LCE1C	1
LCE1B	1
LCE1A	1
LCE6A	1
SMCP	1
IVL	1
SPRR4	1
SPRR1A	1
SPRR3	1
SPRR1B	1
SPRR2D	1
SPRR2A	1
SPRR2B	1
SPRR2E	1
SPRR2F	1
SPRR2C	1
SPRR2G	1
LOC101928009	1
LELP1	1
PRR9	1
LOR	1
PGLYRP3	1.927881693
PGLYRP4	1
S100A9	23970.31703
S100A12	669.9388883
S100A8	2675.89979
S100A7A	1
S100A7L2	1
S100A7	1
S100A6	907.0683365
S100A5	4.819704232
S100A4	2137.056857
LOC101928034	1
S100A3	1
S100A2	2.891822539
S100A16	1
S100A14	1
S100A13	2.891822539
S100A1	1.927881693
CHTOP	333.5235329
SNAPIN	126.2762509
ILF2	426.0618541
NPR1	1
INTS3	253.5164426
SLC27A3	97.3580255
LOC343052	1
GATAD2B	185.0766425
DENND4B	253.5164426
CRTC2	58.80039164
SLC39A1	267.0116145
CREB3L4	21.20669862
JTB	709.460463
RAB13	13.49517185
RPS27	2310.566209
NUP210L	31.81004793
TPM3	3103.889526
MIR190B	1
C1orf189	1
C1orf43	354.7302315
UBAP2L	219.778513
HAX1	283.3986089
AQP10	21.20669862
ATP8B2	826.0973054
IL6R	2898.570125
SHE	2.891822539
TDRD10	1
UBE2Q1	294.0019582
UBE2Q1-AS1	7.711526772
CHRNB2	39.52157471
ADAR	2928.452292
KCNN3	5.783645079
PMVK	52.05280571
PBXIP1	1073.830103
PYGO2	74.22344518
SHC1	175.4372341
CKS1B	22.17063947
MIR4258	1
FLAD1	98.32196634
LENEP	1
ZBTB7B	409.6748598
DCST2	1.927881693
DCST1	2.891822539
LOC100505666	1
ADAM15	144.591127
EFNA4	24.09852116
EFNA3	1
EFNA1	7.711526772
SLC50A1	100.249848
DPM3	15.42305354
KRTCAP2	112.781079
TRIM46	4.819704232
MUC1	1
THBS3	101.2137889
MTX1	151.3387129
GBAP1	52.05280571
GBA	64.58403671
FAM189B	12.531231
SCAMP3	75.18738603
CLK2	165.7978256
HCN3	1.927881693
PKLR	1
FDPS	236.1655074
RUSC1-AS1	1.927881693
RUSC1	31.81004793
ASH1L	1596.286042
MIR555	1
POU5F1P4	5.783645079
ASH1L-AS1	25.06246201
MSTO1	1
MSTO2P	20.24275778
YY1AP1	312.3168343
DAP3	426.0618541
GON4L	324.8480653
SYT11	201.4636369
RIT1	910.9240999
KIAA0907	254.4803835
SNORA80E	1.927881693
SCARNA4	4.819704232
RXFP4	8.675467618
ARHGEF2	868.5107027
MIR6738	1
SSR2	728.7392799
UBQLN4	22.17063947
LAMTOR2	140.7353636
RAB25	1
MEX3A	1
LMNA	97.3580255
SEMA4A	396.1796879
SLC25A44	205.3194003
PMF1	71.33162264
BGLAP	1
PAQR6	12.531231
SMG5	415.4585048
TMEM79	19.27881693
GLMP	34.70187047
VHLL	1
CCT3	667.0470658
TSACC	1
RHBG	1
C1orf61	3.855763386
MIR9-1	1
MEF2D	106.997434
IQGAP3	6.747585925
TTC24	4.819704232
APOA1BP	101.2137889
GPATCH4	49.16098317
HAPLN2	1
BCAN	1
NES	1
CRABP2	1
ISG20L2	157.122358
RRNAD1	49.16098317
MRPL24	53.9806874
HDGF	2418.527584
PRCC	36.62975217
SH2D2A	15.42305354
NTRK1	4.819704232
INSRR	1.927881693
PEAR1	15.42305354
LRRC71	1
ARHGEF11	271.8313187
MIR765	1
ETV3L	1
ETV3	126.2762509
CYCSP52	4.819704232
FCRL5	70.36768179
FCRL4	2.891822539
FCRL3	364.36964
FCRL2	149.4108312
FCRL1	306.5331892
CD5L	1
KIRREL	1
LOC646268	1
CD1D	323.8841244
CD1A	15.42305354
CD1C	44.34127894
CD1B	1
CD1E	9.639408465
OR10T2	1
OR10K2	1
OR10K1	1
OR10R2	1
OR6Y1	1
OR6P1	1
OR10X1	1
OR10Z1	1
SPTA1	277.6149638
OR6K2	1
OR6K3	3.855763386
OR6K6	1
OR6N1	1
OR6N2	1
MNDA	12051.18846
PYHIN1	256.4082652
IFI16	1622.312445
AIM2	152.3026537
CADM3	1
CADM3-AS1	1
ACKR1	1
FCER1A	214.9588088
OR10J3	1
OR10J1	1
OR10J5	1
APCS	1
CRP	1
DUSP23	48.19704232
FCRL6	183.1487608
SLAMF8	9.639408465
C1orf204	1.927881693
VSIG8	5.783645079
CFAP45	35.66581132
MIR4259	1
TAGLN2	2664.3325
IGSF9	1.927881693
SLAMF9	4.819704232
LINC01133	1
PIGM	99.28590719
KCNJ10	2.891822539
KCNJ9	1
IGSF8	40.48551555
ATP1A2	3.855763386
ATP1A4	1.927881693
CASQ1	1
LOC729867	4.819704232
PEA15	161.9420622
DCAF8	808.7463702
PEX19	208.2112228
COPA	1474.829495
SUMO1P3	20.24275778
NCSTN	280.5067863
NHLH1	1.927881693
VANGL2	1
SLAMF6	358.5859949
CD84	1139.378081
SLAMF1	108.9253157
CD48	1708.10318
SLAMF7	270.8673779
LY9	170.6175298
CD244	447.2685528
ITLN1	49.16098317
LOC101928372	1.927881693
ITLN2	1.927881693
F11R	473.2949556
TSTD1	71.33162264
USF1	661.2634207
ARHGAP30	3016.170909
PVRL4	1
KLHDC9	1
PFDN2	26.9903437
NIT1	139.7714227
DEDD	39.52157471
UFC1	275.6870821
USP21	41.4494564
PPOX	96.39408465
B4GALT3	181.2208791
ADAMTS4	1
NDUFS2	314.244716
FCER1G	834.7727731
APOA2	7.711526772
TOMM40L	54.94462825
MIR5187	1
NR1I3	3.855763386
PCP4L1	2.891822539
MPZ	33.73792963
SDHC	177.3651158
CFAP126	42.41339725
FCGR2A	7535.125597
HSPA6	960.0850831
FCGR3A	3480.790397
FCGR2C	229.4179215
HSPA7	213.9948679
FCGR3B	17326.83672
FCGR2B	255.4443243
RPL31P11	3.855763386
FCRLA	113.7450199
FCRLB	16.38699439
DUSP12	75.18738603
ATF6	1962.583563
OLFML2B	3.855763386
NOS1AP	1
C1orf111	1
C1orf226	1.927881693
SH2D1B	30.84610709
UHMK1	2540.948071
UAP1	103.1416706
DDR2	2.891822539
HSD17B7	68.4398001
C1orf110	1
RGS4	2.891822539
RGS5	38.55763386
LOC101928404	4.819704232
NUF2	9.639408465
LOC100422212	1
PBX1	107.9613748
LOC100505795	1.927881693
LMX1A	1.927881693
RXRG	1
LOC400794	1
LRRC52	1
MGST3	165.7978256
ALDH9A1	504.1410627
LOC440700	1
TMCO1	277.6149638
LOC100147773	25.06246201
UCK2	46.26916063
FAM78B	1
MIR921	1
FMO9P	1
POGK	392.3239245
TADA1	106.997434
ILDR2	4.819704232
MAEL	3.855763386
GPA33	27.95428455
DUSP27	1
LINC01363	1
POU2F1	551.3741642
CD247	588.0039164
CREG1	867.5467618
RCSD1	1415.065163
MPZL1	408.7109189
ADCY10	16.38699439
MPC2	236.1655074
DCAF6	546.55446
MIR1255B2	3.855763386
GPR161	15.42305354
TIPRL	336.4153554
SFT2D2	120.4926058
ANKRD36BP1	163.8699439
TBX19	16.38699439
MIR557	1
LOC100505918	1
LOC101928565	1
XCL2	29.88216624
XCL1	10.60334931
DPT	1
LINC00626	1
LINC00970	1
ATP1B1	11.56729016
NME7	28.91822539
BLZF1	175.4372341
CCDC181	16.38699439
SLC19A2	53.01674656
F5	613.0663784
SELP	269.903437
SELL	4521.846511
SELE	1.927881693
METTL18	34.70187047
C1orf112	133.9877777
SCYL3	309.4250117
KIFAP3	215.9227496
METTL11B	1
LINC01142	1
LOC101928650	1.927881693
GORAB	86.75467618
PRRX1	1
MROH9	1
FMO3	1
FMO6P	1
FMO2	2.891822539
FMO1	1
FMO4	33.73792963
TOP1P1	3.855763386
PRRC2C	1977.042676
MYOC	1
VAMP4	308.4610709
METTL13	129.1680734
DNM3	296.8937807
DNM3-IT1	1
DNM3OS	7.711526772
C1orf105	30.84610709
PIGC	153.2665946
SUCO	703.6768179
FASLG	34.70187047
TNFSF18	1
TNFSF4	185.0766425
LOC100506023	33.73792963
LOC101928673	28.91822539
PRDX6	3245.58883
SLC9C2	1.927881693
ANKRD45	1
LOC730159	1
KLHL20	193.7521101
CENPL	30.84610709
DARS2	153.2665946
GAS5-AS1	9.639408465
GAS5	116.6368424
SNORD81	1
SNORD47	2.891822539
SNORD80	7.711526772
SNORD79	2.891822539
SNORD78	1
SNORD44	3.855763386
SNORD77	3.855763386
SNORD76	1
SNORD75	1
SNORD74	4.819704232
ZBTB37	332.559592
SERPINC1	1
RC3H1	1825.703963
LOC102724601	4.819704232
RABGAP1L	2194.893307
GPR52	33.73792963
LOC101928696	5.783645079
CACYBP	303.6413666
MRPS14	163.8699439
TNN	1
KIAA0040	1346.625363
TNR	1
LOC101928751	3.855763386
RFWD2	1393.858464
SCARNA3	11.56729016
PAPPA2	2.891822539
ASTN1	7.711526772
MIR488	1
BRINP2	1
LOC102724661	1
LOC101928778	1
SEC16B	4.819704232
LOC730102	20.24275778
RASAL2-AS1	1
RASAL2	11.56729016
TEX35	1
C1orf220	23.13458032
MIR4424	1
RALGPS2	796.2151392
ANGPTL1	111.8171382
FAM20B	487.7540683
TOR3A	128.2041326
ABL2	314.244716
SOAT1	876.2222295
AXDND1	1
NPHS2	1
TDRD5	1
FAM163A	1.927881693
TOR1AIP2	876.2222295
TOR1AIP1	1118.171382
CEP350	2175.614491
QSOX1	136.8796002
FLJ23867	3.855763386
LHX4	16.38699439
LHX4-AS1	37.59369301
ACBD6	113.7450199
MIR3121	1
OVAAL	1
XPR1	405.8190964
KIAA1614	2.891822539
STX6	550.4102233
MR1	560.0496318
IER5	237.1294482
LOC101928973	1
GM140	1
CACNA1E	89.64649872
ZNF648	1
LINC01344	1
GLUL	10561.89985
TEDDM1	20.24275778
LINC00272	1
RGSL1	4.819704232
RNASEL	788.5036124
RGS16	4.819704232
LOC284648	1
RGS8	1
NPL	1070.93828
DHX9	1710.031062
SHCBP1L	1
LAMC1	67.47585925
LAMC2	1
NMNAT2	2.891822539
SMG7-AS1	6.747585925
SMG7	631.3812545
NCF2	6942.301976
ARPC5	3903.960428
RGL1	22.17063947
APOBEC4	1
COLGALT2	24.09852116
TSEN15	166.7617664
C1orf21	98.32196634
EDEM3	1295.536498
FAM129A	10171.50381
RNF2	295.9298399
TRMT1L	280.5067863
SWT1	448.2324936
IVNS1ABP	1472.901613
GS1-279B7.1	4.819704232
LINC01350	1
HMCN1	8.675467618
MIR548F1	1
PRG4	34.70187047
TPR	2681.683435
C1orf27	230.3818623
OCLM	7.711526772
LOC102724919	8.675467618
PDC	1
PTGS2	420.2782091
PACERR	2.891822539
PLA2G4A	133.9877777
LINC01036	13.49517185
BRINP3	1
LINC01351	1
LOC440704	1
RGS18	2736.628063
RGS21	1
RGS1	20.24275778
RGS13	1.927881693
MIR4426	16.38699439
RGS2	2898.570125
LINC01032	2.891822539
UCHL5	317.1365385
TROVE2	629.4533728
GLRX2	43.37733809
CDC73	620.7779051
MIR1278	3.855763386
B3GALT2	124.3483692
LINC01031	1
KCNT2	3.855763386
CFH	56.87250994
CFHR3	1
CFHR1	1
CFHR4	1
CFHR2	1
CFHR5	1
F13B	1
ASPM	84.82679449
ZBTB41	374.0090484
CRB1	3.855763386
DENND1B	525.3477613
C1orf53	1
LHX9	1.927881693
NEK7	1733.165642
ATP6V1G3	1
PTPRC	26356.07062
MIR181A1HG	5.783645079
MIR181B1	2.891822539
MIR181A1	1
LINC01222	1
LINC01221	1
NR5A2	1.927881693
LINC00862	21.20669862
ZNF281	640.0567221
KIF14	62.65615502
DDX59	192.7881693
LOC101929224	1
CAMSAP2	47.23310148
GPR25	1
C1orf106	1.927881693
KIF21B	309.4250117
CACNA1S	1
ASCL5	1
TMEM9	50.12492402
IGFN1	2.891822539
PKP1	1
TNNT2	1.927881693
LAD1	1
TNNI1	1
PHLDA3	3.855763386
CSRP1	175.4372341
RPS10P7	6.747585925
NAV1	32.77398878
IPO9-AS1	1
RNU6-79P	1
IPO9	338.3432371
MIR6739	1
SHISA4	24.09852116
LMOD1	4.819704232
TIMM17A	119.528665
RNPEP	120.4926058
MIR6740	1
ELF3	1.927881693
GPR37L1	4.819704232
ARL8A	104.1056114
PTPN7	194.716051
PTPRVP	1
LGR6	5.783645079
UBE2T	7.711526772
PPP1R12B	684.398001
SYT2	47.23310148
KDM5B	340.2711188
PCAT6	3.855763386
MGAT4EP	1
LOC148709	9.639408465
RABIF	168.6896481
KLHL12	516.6722937
ADIPOR1	15632.22871
CYB5R1	294.965899
LOC100506747	3.855763386
TMEM183A	34.70187047
PPFIA4	9.639408465
MYOG	1
ADORA1	1
MYBPH	3.855763386
CHI3L1	249.6606792
CHIT1	13.49517185
LINC01353	3.855763386
LINC01136	7.711526772
BTG2	309.4250117
FMOD	1
PRELP	1
OPTC	1
ATP2B4	1039.128233
SNORA77	1.927881693
LINC00260	5.783645079
LAX1	165.7978256
ZC3H11A	1990.537848
ZBED6	837.6645956
SNRPE	59.76433248
LINC00303	1
SOX13	6.747585925
ETNK2	1
LOC101929441	1
REN	1
KISS1	1
GOLT1A	1.927881693
PLEKHA6	3.855763386
LINC00628	1
PPP1R15B	1434.34398
PIK3C2B	59.76433248
MDM4	1514.35107
LRRN2	26.9903437
NFASC	3.855763386
CNTN2	7.711526772
TMEM81	31.81004793
RBBP5	400.9993921
DSTYK	323.8841244
TMCC2	240.0212708
NUAK2	227.4900398
KLHDC8A	5.783645079
LEMD1-AS1	1
LEMD1	1
BLACAT1	1
MIR135B	1
CDK18	1
LOC284578	1
MFSD4	20.24275778
ELK4	1030.452765
SLC45A3	53.01674656
NUCKS1	908.9962182
RAB29	441.4849077
SLC41A1	26.02640286
PM20D1	2.891822539
LOC284581	1
SLC26A9	1
AVPR1B	1.927881693
C1orf186	32.77398878
CTSE	40.48551555
SRGAP2	80.00709026
IKBKE	219.778513
MIR6769B	1
RASSF5	1293.608616
EIF2D	202.4275778
DYRK3	33.73792963
MAPKAPK2	385.5763386
IL10	6.747585925
IL19	1
IL20	1
IL24	17.35093524
FCMR	154.2305354
PIGR	1.927881693
FCAMR	1
C1orf116	20.24275778
YOD1	3461.51158
PFKFB2	201.4636369
C4BPB	1
C4BPA	11.56729016
CD55	2541.912012
CR2	30.84610709
CR1	2293.215274
CR1L	181.2208791
CD46	3752.621715
MIR29C	41.4494564
MIR29B2	26.9903437
LOC148696	139.7714227
CD34	1
PLXNA2	52.05280571
MIR205HG	1
CAMK1G	1
LAMB3	5.783645079
G0S2	8.675467618
HSD11B1	1.927881693
TRAF3IP3	463.6555472
C1orf74	118.5647241
IRF6	5.783645079
DIEXF	208.2112228
SYT14	1
SERTAD4-AS1	1
SERTAD4	1
HHAT	40.48551555
KCNH1	13.49517185
RCOR3	424.1339725
TRAF5	401.963333
LINC00467	11.56729016
RD3	1
SLC30A1	130.1320143
LOC105748977	1
NEK2	2.891822539
LPGAT1	2327.917144
INTS7	159.0502397
DTL	19.27881693
MIR3122	1
LOC101929541	2.891822539
PPP2R5A	696.929232
SNORA16B	4.819704232
TMEM206	127.2401917
NENF	53.9806874
LOC101929565	1
ATF3	1.927881693
FAM71A	1
BATF3	5.783645079
NSL1	347.9826456
TATDN3	114.7089607
SPATA45	1
FLVCR1-AS1	1.927881693
FLVCR1	248.6967384
VASH2	32.77398878
ANGEL2	467.5113105
RPS6KC1	284.3625497
PROX1-AS1	1
LINC00538	1
PROX1	3.855763386
SMYD2	129.1680734
PTPN14	26.02640286
CENPF	94.46620296
KCNK2	1
KCTD3	51.08886486
USH2A	7.711526772
LOC102723833	1
ESRRG	1
GPATCH2	208.2112228
SPATA17	1
SPATA17-AS1	1
LINC00210	1
LOC101929631	1
RRP15	102.1777297
TGFB2-AS1	1
TGFB2	6.747585925
MIR548F3	1
LYPLAL1-AS1	15.42305354
LYPLAL1	206.2833411
RNU5F-1	1.927881693
SLC30A10	1
EPRS	829.9530688
BPNT1	95.4301438
IARS2	418.3503274
MIR215	1
MIR194-1	1.927881693
RAB3GAP2	688.2537644
SNORA36B	1
AURKAPS1	61.69221418
MARK1	3.855763386
C1orf115	17.35093524
Mar-02	7.711526772
Mar-01	278.5789046
LINC01352	1.927881693
HLX-AS1	1
HLX	95.4301438
C1orf140	2.891822539
DUSP10	71.33162264
LOC101929771	6.747585925
HHIPL2	3.855763386
TAF1A	55.9085691
TAF1A-AS1	1.927881693
MIA3	697.8931729
AIDA	330.6317103
BROX	904.176514
FAM177B	9.639408465
DISP1	46.26916063
TLR5	573.5448037
SUSD4	7.711526772
CCDC185	1
CAPN8	1
CAPN2	1162.512661
TP53BP2	385.5763386
GTF2IP20	18.31487608
FBXO28	462.6916063
DEGS1	490.6458909
LOC101927143	1
LOC101927164	1.927881693
NVL	141.6993044
MIR320B2	1
CNIH4	242.9130933
WDR26	2734.700181
MIR4742	3.855763386
CNIH3	1
DNAH14	56.87250994
LBR	3053.764602
ENAH	9.639408465
SRP9	676.6864742
EPHX1	13.49517185
TMEM63A	265.0837328
LEFTY1	14.4591127
PYCR2	193.7521101
LEFTY2	1
SDE2	420.2782091
ACBD3	326.775947
MIXL1	1.927881693
LIN9	37.59369301
PARP1	626.5615502
C1orf95	1
ITPKB	463.6555472
ITPKB-IT1	40.48551555
PSEN2	30.84610709
ADCK3	250.6246201
CDC42BPA	205.3194003
ZNF678	260.2640286
ZNF847P	1
LOC100130093	5.783645079
JMJD4	38.55763386
SNAP47	103.1416706
PRSS38	1
WNT9A	1
MIR5008	1
WNT3A	1
ARF1	948.5177929
C1orf35	35.66581132
MRPL55	53.9806874
GUK1	4841.874872
GJC2	4.819704232
IBA57-AS1	2.891822539
IBA57	68.4398001
C1orf145	5.783645079
OBSCN	131.0959551
TRIM11	76.15132687
TRIM17	17.35093524
HIST3H3	1
HIST3H2A	15.42305354
HIST3H2BB	160.9781214
MIR4666A	1
RNF187	194.716051
BTNL10	9.639408465
MIR7641-2	2.891822539
RHOU	239.0573299
DUSP5P1	1.927881693
MIR4454	1.927881693
RAB4A	156.1584171
CCSAP	493.5377134
ACTA1	1
NUP133	410.6388006
LOC101927478	1
ABCB10	555.2299276
TAF5L	127.2401917
URB2	114.7089607
GALNT2	189.8963468
PGBD5	1
COG2	223.6342764
AGT	1
CAPN9	1
C1orf198	78.07920857
LOC101927604	1
TTC13	373.0451076
ARV1	44.34127894
FAM89A	23.13458032
TRIM67	3.855763386
LOC149373	1
C1orf131	79.04314941
GNPAT	347.9826456
EXOC8	660.2994798
SPRTN	236.1655074
EGLN1	1375.543588
SNRPD2P2	1
TSNAX-DISC1	4.819704232
TSNAX	345.090823
LINC00582	1
DISC1	92.53832126
DISC2	29.88216624
DISC1-IT1	10.60334931
SIPA1L2	516.6722937
LOC101927683	1
MAP10	44.34127894
NTPCR	35.66581132
PCNXL2	272.7952596
KIAA1804	19.27881693
KCNK1	1
MIR4427	1
SLC35F3	1.927881693
LOC101927765	2.891822539
COA6	37.59369301
TARBP1	295.9298399
LINC01354	1
IRF2BP2	821.2776012
LINC00184	1
LOC101927787	1
LINC01132	2.891822539
LOC101927851	23.13458032
TOMM20	501.2492402
SNORA14B	4.819704232
RBM34	185.0766425
ARID4B	1476.757377
MIR4753	5.783645079
GGPS1	170.6175298
TBCE	39.52157471
B3GALNT2	79.04314941
GNG4	1
LYST	10363.32804
MIR1537	20.24275778
NID1	48.19704232
GPR137B	96.39408465
ERO1B	269.903437
EDARADD	14.4591127
LGALS8	665.1191841
LGALS8-AS1	3.855763386
HEATR1	534.9871698
ACTN2	2.891822539
MTR	689.2177052
MT1HL1	1
RYR2	18.31487608
LOC100130331	1
ZP4	1
LINC01139	1
CHRM3	1
CHRM3-AS2	71.33162264
CHRM3-AS1	1
RPS7P5	1
FMN2	1.927881693
MIR1273E	1
GREM2	1.927881693
RGS7	1
FH	159.0502397
KMO	54.94462825
OPN3	26.9903437
CHML	307.49713
WDR64	5.783645079
EXO1	7.711526772
BECN2	1
MAP1LC3C	1
PLD5	1
LINC01347	12.531231
CEP170	711.3883447
SDCCAG8	144.591127
MIR4677	1
AKT3	511.8525895
LOC339529	5.783645079
ZBTB18	752.8378011
C1orf100	1
ADSS	385.5763386
C1orf101	9.639408465
DESI2	294.0019582
COX20	6.747585925
HNRNPU-AS1	487.7540683
HNRNPU	3375.720844
LOC101928068	16.38699439
EFCAB2	26.02640286
KIF26B	8.675467618
SMYD3	53.9806874
LOC255654	1
TFB2M	34.70187047
CNST	917.6716859
SCCPDH	61.69221418
LINC01341	1
AHCTF1	1889.324059
ZNF695	4.819704232
ZNF670-ZNF695	1
ZNF670	31.81004793
ZNF669	77.11526772
C1orf229	1
ZNF124	167.7257073
MIR3916	20.24275778
VN1R5	1
ZNF496	12.531231
NLRP3	541.7347557
OR2B11	8.675467618
OR2W5	1
GCSAML	20.24275778
GCSAML-AS1	1
OR2C3	1
OR2G2	1
OR2G3	1
OR13G1	1
OR6F1	1
OR1C1	1
OR14A16	1
OR11L1	1
TRIM58	3461.51158
OR2W3	364.36964
OR2T8	5.783645079
OR2L13	1
OR2L8	2.891822539
OR2AK2	1
OR2L1P	1.927881693
OR2L5	1
OR2L2	1
OR2L3	1
OR2M1P	1.927881693
OR2M5	1
OR2M2	1
OR2M3	1
OR2M4	1
OR2T33	1
OR2T12	1
OR2M7	1
OR14C36	1
OR2T4	1
OR2T6	1
OR2T1	1
OR2T2	1
OR2T3	2.891822539
OR2T5	1
OR2G6	1
OR2T29	1
OR2T34	1
OR2T10	1.927881693
OR2T11	1
OR2T35	1
OR2T27	1
OR14I1	1
LOC101928226	1
LYPD8	1
SH3BP5L	327.7398878
MIR3124	2.891822539
ZNF672	126.2762509
ZNF692	57.83645079
PGBD2	96.39408465
TUBB8	1.927881693
ZMYND11	400.9993921
DIP2C	52.05280571
PRR26	1
LARP4B	494.5016542
LOC101927762	1
GTPBP4	204.3554595
IDI2	8.675467618
IDI2-AS1	13.49517185
IDI1	403.8912147
WDR37	471.3670739
LINC00200	1
ADARB2	2.891822539
ADARB2-AS1	1
LINC00700	1
LINC00701	1
PFKP	140.7353636
PITRM1	215.9227496
PITRM1-AS1	24.09852116
LOC105376360	1
KLF6	1852.694307
LOC101927964	1
LINC00702	1
LINC00703	1
LINC00704	1
LINC00705	1
AKR1E2	102.1777297
AKR1C6P	4.819704232
AKR1C1	23.13458032
AKR1C2	7.711526772
AKR1C3	21.20669862
AKR1C8P	3.855763386
AKR1C4	5.783645079
UCN3	1
TUBAL3	1
NET1	84.82679449
CALML5	1
CALML3-AS1	1.927881693
CALML3	1
ASB13	57.83645079
FAM208B	973.580255
GDI2	1441.091566
ANKRD16	15.42305354
FBXO18	434.7373218
IL15RA	48.19704232
IL2RA	62.65615502
RBM17	260.2640286
PFKFB3	491.6098317
MIR3155A	1
